track_name,track_id,track_popularity,track_duration_ms,artist_name,artist_id,artist_genre,artist_followers,artist_popularity,album_name,album_id,album_release_year,danceability,energy,key,key_name,mode,mode_name,loudness,speechiness,acousticness,tempo,time_signature,times_listened
O Grande Amor,7CARdlOoUmS3iKB3ydcsj6,53,327040,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz saxophone,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.511,0.123,2,D,0,minor,-18.359,0.0417,0.963,130.331,4,3
O Grande Amor,7CARdlOoUmS3iKB3ydcsj6,53,327040,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,latin jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.511,0.123,2,D,0,minor,-18.359,0.0417,0.963,130.331,4,3
O Grande Amor,7CARdlOoUmS3iKB3ydcsj6,53,327040,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,samba-jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.511,0.123,2,D,0,minor,-18.359,0.0417,0.963,130.331,4,3
O Grande Amor,7CARdlOoUmS3iKB3ydcsj6,53,327040,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,vocal jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.511,0.123,2,D,0,minor,-18.359,0.0417,0.963,130.331,4,3
Vivo Sonhando,49vULP5jLOYcfcrl4vtq3T,40,184400,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bebop,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.468,0.184,7,G,1,major,-15.715,0.0408,0.93,143.855,4,3
Vivo Sonhando,49vULP5jLOYcfcrl4vtq3T,40,184400,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bossa nova,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.468,0.184,7,G,1,major,-15.715,0.0408,0.93,143.855,4,3
Vivo Sonhando,49vULP5jLOYcfcrl4vtq3T,40,184400,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,cool jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.468,0.184,7,G,1,major,-15.715,0.0408,0.93,143.855,4,3
Vivo Sonhando,49vULP5jLOYcfcrl4vtq3T,40,184400,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.468,0.184,7,G,1,major,-15.715,0.0408,0.93,143.855,4,3
Vivo Sonhando,49vULP5jLOYcfcrl4vtq3T,40,184400,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz saxophone,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.468,0.184,7,G,1,major,-15.715,0.0408,0.93,143.855,4,3
Vivo Sonhando,49vULP5jLOYcfcrl4vtq3T,40,184400,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,latin jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.468,0.184,7,G,1,major,-15.715,0.0408,0.93,143.855,4,3
Vivo Sonhando,49vULP5jLOYcfcrl4vtq3T,40,184400,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,samba-jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.468,0.184,7,G,1,major,-15.715,0.0408,0.93,143.855,4,3
Vivo Sonhando,49vULP5jLOYcfcrl4vtq3T,40,184400,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,vocal jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.468,0.184,7,G,1,major,-15.715,0.0408,0.93,143.855,4,3
The Girl From Ipanema,1mzKd4lul92VCIdehoP8rg,NA,174826,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bebop,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.689,0.119,5,F,0,minor,-19.505,0.0448,0.864,130.411,4,23
The Girl From Ipanema,1mzKd4lul92VCIdehoP8rg,NA,174826,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bossa nova,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.689,0.119,5,F,0,minor,-19.505,0.0448,0.864,130.411,4,23
The Girl From Ipanema,1mzKd4lul92VCIdehoP8rg,NA,174826,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,cool jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.689,0.119,5,F,0,minor,-19.505,0.0448,0.864,130.411,4,23
The Girl From Ipanema,1mzKd4lul92VCIdehoP8rg,NA,174826,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.689,0.119,5,F,0,minor,-19.505,0.0448,0.864,130.411,4,23
The Girl From Ipanema,1mzKd4lul92VCIdehoP8rg,NA,174826,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz saxophone,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.689,0.119,5,F,0,minor,-19.505,0.0448,0.864,130.411,4,23
The Girl From Ipanema,1mzKd4lul92VCIdehoP8rg,NA,174826,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,latin jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.689,0.119,5,F,0,minor,-19.505,0.0448,0.864,130.411,4,23
The Girl From Ipanema,1mzKd4lul92VCIdehoP8rg,NA,174826,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,samba-jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.689,0.119,5,F,0,minor,-19.505,0.0448,0.864,130.411,4,23
The Girl From Ipanema,1mzKd4lul92VCIdehoP8rg,NA,174826,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,vocal jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.689,0.119,5,F,0,minor,-19.505,0.0448,0.864,130.411,4,23
Corcovado (Quiet Nights Of Quiet Stars),2NKPemiggukfBMEHRNzOsJ,NA,140840,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bebop,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.524,0.142,9,A,0,minor,-15.927,0.047,0.955,102.366,3,7
Corcovado (Quiet Nights Of Quiet Stars),2NKPemiggukfBMEHRNzOsJ,NA,140840,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bossa nova,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.524,0.142,9,A,0,minor,-15.927,0.047,0.955,102.366,3,7
Corcovado (Quiet Nights Of Quiet Stars),2NKPemiggukfBMEHRNzOsJ,NA,140840,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,cool jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.524,0.142,9,A,0,minor,-15.927,0.047,0.955,102.366,3,7
Corcovado (Quiet Nights Of Quiet Stars),2NKPemiggukfBMEHRNzOsJ,NA,140840,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.524,0.142,9,A,0,minor,-15.927,0.047,0.955,102.366,3,7
Corcovado (Quiet Nights Of Quiet Stars),2NKPemiggukfBMEHRNzOsJ,NA,140840,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz saxophone,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.524,0.142,9,A,0,minor,-15.927,0.047,0.955,102.366,3,7
Corcovado (Quiet Nights Of Quiet Stars),2NKPemiggukfBMEHRNzOsJ,NA,140840,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,latin jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.524,0.142,9,A,0,minor,-15.927,0.047,0.955,102.366,3,7
Corcovado (Quiet Nights Of Quiet Stars),2NKPemiggukfBMEHRNzOsJ,NA,140840,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,samba-jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.524,0.142,9,A,0,minor,-15.927,0.047,0.955,102.366,3,7
Corcovado (Quiet Nights Of Quiet Stars),2NKPemiggukfBMEHRNzOsJ,NA,140840,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,vocal jazz,411847,62,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,1964,0.524,0.142,9,A,0,minor,-15.927,0.047,0.955,102.366,3,7
Bim Bom - Live At Carnegie Hall/1964,09DlYtkNWHPwbLjM3VBlR1,48,129720,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bebop,411847,62,Getz/Gilberto #2,0Hh0eLbuqqDxYSCpy7i4Jx,1964,0.451,0.375,7,G,1,major,-21.998,0.161,0.881,85.167,4,1
Bim Bom - Live At Carnegie Hall/1964,09DlYtkNWHPwbLjM3VBlR1,48,129720,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bossa nova,411847,62,Getz/Gilberto #2,0Hh0eLbuqqDxYSCpy7i4Jx,1964,0.451,0.375,7,G,1,major,-21.998,0.161,0.881,85.167,4,1
Bim Bom - Live At Carnegie Hall/1964,09DlYtkNWHPwbLjM3VBlR1,48,129720,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,cool jazz,411847,62,Getz/Gilberto #2,0Hh0eLbuqqDxYSCpy7i4Jx,1964,0.451,0.375,7,G,1,major,-21.998,0.161,0.881,85.167,4,1
Bim Bom - Live At Carnegie Hall/1964,09DlYtkNWHPwbLjM3VBlR1,48,129720,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz,411847,62,Getz/Gilberto #2,0Hh0eLbuqqDxYSCpy7i4Jx,1964,0.451,0.375,7,G,1,major,-21.998,0.161,0.881,85.167,4,1
Bim Bom - Live At Carnegie Hall/1964,09DlYtkNWHPwbLjM3VBlR1,48,129720,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz saxophone,411847,62,Getz/Gilberto #2,0Hh0eLbuqqDxYSCpy7i4Jx,1964,0.451,0.375,7,G,1,major,-21.998,0.161,0.881,85.167,4,1
Bim Bom - Live At Carnegie Hall/1964,09DlYtkNWHPwbLjM3VBlR1,48,129720,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,latin jazz,411847,62,Getz/Gilberto #2,0Hh0eLbuqqDxYSCpy7i4Jx,1964,0.451,0.375,7,G,1,major,-21.998,0.161,0.881,85.167,4,1
Bim Bom - Live At Carnegie Hall/1964,09DlYtkNWHPwbLjM3VBlR1,48,129720,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,samba-jazz,411847,62,Getz/Gilberto #2,0Hh0eLbuqqDxYSCpy7i4Jx,1964,0.451,0.375,7,G,1,major,-21.998,0.161,0.881,85.167,4,1
Bim Bom - Live At Carnegie Hall/1964,09DlYtkNWHPwbLjM3VBlR1,48,129720,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,vocal jazz,411847,62,Getz/Gilberto #2,0Hh0eLbuqqDxYSCpy7i4Jx,1964,0.451,0.375,7,G,1,major,-21.998,0.161,0.881,85.167,4,1
The Girl From Ipanema,7znjbX9XdoQayIrVNdd50Z,NA,320253,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bebop,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.653,0.149,10,A#,0,minor,-17.866,0.0392,0.867,130.359,4,14
The Girl From Ipanema,7znjbX9XdoQayIrVNdd50Z,NA,320253,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bossa nova,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.653,0.149,10,A#,0,minor,-17.866,0.0392,0.867,130.359,4,14
The Girl From Ipanema,7znjbX9XdoQayIrVNdd50Z,NA,320253,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,cool jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.653,0.149,10,A#,0,minor,-17.866,0.0392,0.867,130.359,4,14
The Girl From Ipanema,7znjbX9XdoQayIrVNdd50Z,NA,320253,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.653,0.149,10,A#,0,minor,-17.866,0.0392,0.867,130.359,4,14
The Girl From Ipanema,7znjbX9XdoQayIrVNdd50Z,NA,320253,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz saxophone,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.653,0.149,10,A#,0,minor,-17.866,0.0392,0.867,130.359,4,14
The Girl From Ipanema,7znjbX9XdoQayIrVNdd50Z,NA,320253,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,latin jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.653,0.149,10,A#,0,minor,-17.866,0.0392,0.867,130.359,4,14
The Girl From Ipanema,7znjbX9XdoQayIrVNdd50Z,NA,320253,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,samba-jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.653,0.149,10,A#,0,minor,-17.866,0.0392,0.867,130.359,4,14
The Girl From Ipanema,7znjbX9XdoQayIrVNdd50Z,NA,320253,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,vocal jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.653,0.149,10,A#,0,minor,-17.866,0.0392,0.867,130.359,4,14
Doralice - Stereo Version,2s9UFO4G23DGzo8kYBkZcT,24,166400,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bebop,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.533,0.236,2,D,1,major,-14.287,0.122,0.878,161.004,4,5
Doralice - Stereo Version,2s9UFO4G23DGzo8kYBkZcT,24,166400,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bossa nova,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.533,0.236,2,D,1,major,-14.287,0.122,0.878,161.004,4,5
Doralice - Stereo Version,2s9UFO4G23DGzo8kYBkZcT,24,166400,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,cool jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.533,0.236,2,D,1,major,-14.287,0.122,0.878,161.004,4,5
Doralice - Stereo Version,2s9UFO4G23DGzo8kYBkZcT,24,166400,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.533,0.236,2,D,1,major,-14.287,0.122,0.878,161.004,4,5
Doralice - Stereo Version,2s9UFO4G23DGzo8kYBkZcT,24,166400,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz saxophone,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.533,0.236,2,D,1,major,-14.287,0.122,0.878,161.004,4,5
Doralice - Stereo Version,2s9UFO4G23DGzo8kYBkZcT,24,166400,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,latin jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.533,0.236,2,D,1,major,-14.287,0.122,0.878,161.004,4,5
Doralice - Stereo Version,2s9UFO4G23DGzo8kYBkZcT,24,166400,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,samba-jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.533,0.236,2,D,1,major,-14.287,0.122,0.878,161.004,4,5
Doralice - Stereo Version,2s9UFO4G23DGzo8kYBkZcT,24,166400,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,vocal jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.533,0.236,2,D,1,major,-14.287,0.122,0.878,161.004,4,5
Desafinado,2tcfbkABIwzpepPyaFsYF4,56,248013,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bebop,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.501,0.186,10,A#,1,major,-17.522,0.0544,0.912,144.081,4,5
Desafinado,2tcfbkABIwzpepPyaFsYF4,56,248013,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bossa nova,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.501,0.186,10,A#,1,major,-17.522,0.0544,0.912,144.081,4,5
Desafinado,2tcfbkABIwzpepPyaFsYF4,56,248013,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,cool jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.501,0.186,10,A#,1,major,-17.522,0.0544,0.912,144.081,4,5
Desafinado,2tcfbkABIwzpepPyaFsYF4,56,248013,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.501,0.186,10,A#,1,major,-17.522,0.0544,0.912,144.081,4,5
Desafinado,2tcfbkABIwzpepPyaFsYF4,56,248013,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz saxophone,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.501,0.186,10,A#,1,major,-17.522,0.0544,0.912,144.081,4,5
Desafinado,2tcfbkABIwzpepPyaFsYF4,56,248013,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,latin jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.501,0.186,10,A#,1,major,-17.522,0.0544,0.912,144.081,4,5
Desafinado,2tcfbkABIwzpepPyaFsYF4,56,248013,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,samba-jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.501,0.186,10,A#,1,major,-17.522,0.0544,0.912,144.081,4,5
Desafinado,2tcfbkABIwzpepPyaFsYF4,56,248013,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,vocal jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.501,0.186,10,A#,1,major,-17.522,0.0544,0.912,144.081,4,5
Corcovado (Quiet Nights Of Quiet Stars),0Wh99eifNTNqDFRtzWhCE2,NA,256560,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bebop,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.52,0.132,0,C,1,major,-17.857,0.0478,0.916,127.355,4,1
Corcovado (Quiet Nights Of Quiet Stars),0Wh99eifNTNqDFRtzWhCE2,NA,256560,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bossa nova,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.52,0.132,0,C,1,major,-17.857,0.0478,0.916,127.355,4,1
Corcovado (Quiet Nights Of Quiet Stars),0Wh99eifNTNqDFRtzWhCE2,NA,256560,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,cool jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.52,0.132,0,C,1,major,-17.857,0.0478,0.916,127.355,4,1
Corcovado (Quiet Nights Of Quiet Stars),0Wh99eifNTNqDFRtzWhCE2,NA,256560,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.52,0.132,0,C,1,major,-17.857,0.0478,0.916,127.355,4,1
Corcovado (Quiet Nights Of Quiet Stars),0Wh99eifNTNqDFRtzWhCE2,NA,256560,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz saxophone,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.52,0.132,0,C,1,major,-17.857,0.0478,0.916,127.355,4,1
Corcovado (Quiet Nights Of Quiet Stars),0Wh99eifNTNqDFRtzWhCE2,NA,256560,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,latin jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.52,0.132,0,C,1,major,-17.857,0.0478,0.916,127.355,4,1
Corcovado (Quiet Nights Of Quiet Stars),0Wh99eifNTNqDFRtzWhCE2,NA,256560,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,samba-jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.52,0.132,0,C,1,major,-17.857,0.0478,0.916,127.355,4,1
Corcovado (Quiet Nights Of Quiet Stars),0Wh99eifNTNqDFRtzWhCE2,NA,256560,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,vocal jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.52,0.132,0,C,1,major,-17.857,0.0478,0.916,127.355,4,1
Vivo Sohando - Stereo Version,6bGoOBQ8bAorlQ5LoEOdiG,55,176733,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bebop,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.464,0.18,7,G,1,major,-15.423,0.059,0.883,140.375,3,1
Vivo Sohando - Stereo Version,6bGoOBQ8bAorlQ5LoEOdiG,55,176733,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bossa nova,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.464,0.18,7,G,1,major,-15.423,0.059,0.883,140.375,3,1
Vivo Sohando - Stereo Version,6bGoOBQ8bAorlQ5LoEOdiG,55,176733,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,cool jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.464,0.18,7,G,1,major,-15.423,0.059,0.883,140.375,3,1
Vivo Sohando - Stereo Version,6bGoOBQ8bAorlQ5LoEOdiG,55,176733,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.464,0.18,7,G,1,major,-15.423,0.059,0.883,140.375,3,1
Vivo Sohando - Stereo Version,6bGoOBQ8bAorlQ5LoEOdiG,55,176733,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz saxophone,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.464,0.18,7,G,1,major,-15.423,0.059,0.883,140.375,3,1
Vivo Sohando - Stereo Version,6bGoOBQ8bAorlQ5LoEOdiG,55,176733,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,latin jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.464,0.18,7,G,1,major,-15.423,0.059,0.883,140.375,3,1
Vivo Sohando - Stereo Version,6bGoOBQ8bAorlQ5LoEOdiG,55,176733,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,samba-jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.464,0.18,7,G,1,major,-15.423,0.059,0.883,140.375,3,1
Vivo Sohando - Stereo Version,6bGoOBQ8bAorlQ5LoEOdiG,55,176733,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,vocal jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.464,0.18,7,G,1,major,-15.423,0.059,0.883,140.375,3,1
Só Danço Samba - Mono Version,3mxxERVYahfAfODIeWjEw7,37,203573,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bebop,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.441,0.365,8,G#,1,major,-10.916,0.041,0.845,82.274,4,1
Só Danço Samba - Mono Version,3mxxERVYahfAfODIeWjEw7,37,203573,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bossa nova,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.441,0.365,8,G#,1,major,-10.916,0.041,0.845,82.274,4,1
Só Danço Samba - Mono Version,3mxxERVYahfAfODIeWjEw7,37,203573,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,cool jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.441,0.365,8,G#,1,major,-10.916,0.041,0.845,82.274,4,1
Só Danço Samba - Mono Version,3mxxERVYahfAfODIeWjEw7,37,203573,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.441,0.365,8,G#,1,major,-10.916,0.041,0.845,82.274,4,1
Só Danço Samba - Mono Version,3mxxERVYahfAfODIeWjEw7,37,203573,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,jazz saxophone,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.441,0.365,8,G#,1,major,-10.916,0.041,0.845,82.274,4,1
Só Danço Samba - Mono Version,3mxxERVYahfAfODIeWjEw7,37,203573,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,latin jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.441,0.365,8,G#,1,major,-10.916,0.041,0.845,82.274,4,1
Só Danço Samba - Mono Version,3mxxERVYahfAfODIeWjEw7,37,203573,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,samba-jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.441,0.365,8,G#,1,major,-10.916,0.041,0.845,82.274,4,1
Só Danço Samba - Mono Version,3mxxERVYahfAfODIeWjEw7,37,203573,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,vocal jazz,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.441,0.365,8,G#,1,major,-10.916,0.041,0.845,82.274,4,1
The Girl From Ipanema - Single Version,4qGfJb2KByjvzrwo8HNibg,63,167533,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bebop,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.696,0.17,5,F,0,minor,-16.603,0.0385,0.943,130.967,4,1
The Girl From Ipanema - Single Version,4qGfJb2KByjvzrwo8HNibg,63,167533,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bossa nova,411847,62,Getz/Gilberto (Expanded Edition),2W6Hvrtg2Zpc9dW4aBDbdP,1964,0.696,0.17,5,F,0,minor,-16.603,0.0385,0.943,130.967,4,1
